id,openai_ai_digital_score,openai_ai_digital_keywords,openai_ai_digital_reason,score_version
244.0,0.0,办公设备、会议布置、接待登记、后勤管理,岗位主要是前台接待、会议协调和后勤管理，没有体现软件、数据、算法或AI相关内容。,expert_prompt_v1_one_ad_per_request
245.0,0.0,,职位为人力资源专员，职责集中在招聘、培训、绩效考核和员工流程管理，未出现软件、数据、系统、AI等数字技术相关内容。,expert_prompt_v1_one_ad_per_request
246.0,1.0,熟练使用常用办公软件,岗位主要是生产文员、跟单协调和办公事务管理，没有AI或数据分析内容；仅提到常用办公软件，属于基础数字化/IT工具使用。,expert_prompt_v1_one_ad_per_request
247.0,0.0,信用卡、手机秒贷、ETC、贷款营销,岗位是银行客户经理和金融产品营销，内容主要是销售与客户开发维护，没有AI、数据分析、软件系统或数字化技术相关要求，属于非AI/非数字技术岗位。,expert_prompt_v1_one_ad_per_request
248.0,0.0,招聘计划、招聘渠道、简历筛选、面试、录用,岗位内容是招聘管理与人才招募，未涉及AI、数字化技术、软件系统、数据分析或IT相关职责，因此判为0。,expert_prompt_v1_one_ad_per_request
249.0,1.0,PPT、Word、Excel、办公软件、体系管理、质量管理信息化相关流程,岗位以质量管理、体系审核和流程改进为主，未涉及数据分析、编程或AI技术；仅提到常规办公软件使用，属于基础数字化/IT工具应用，故评为1。,expert_prompt_v1_one_ad_per_request
250.0,1.0,"技术支持, 新技术, 新工艺, 产品研发",岗位涉及产品研发、技术支持和新技术/新工艺应用，属于一般技术类和数字化相关内容，但未体现数据分析、编程或人工智能等更强AI数字技能。,expert_prompt_v1_one_ad_per_request
251.0,0.0,,岗位职责主要是销售接待、客户咨询和业绩完成，没有出现任何AI、数字化、软件、数据分析或IT相关内容。,expert_prompt_v1_one_ad_per_request
252.0,1.0,"设备安装, 调试, 变频器, 气动原理, 自动化生产线, 机电一体化, 电气安装",岗位主要是电气/机械安装与调试、自动化生产线维护，属于基础工业自动化和设备技术类数字化内容；未出现数据分析、软件开发或AI相关要求，因此评分为1。,expert_prompt_v1_one_ad_per_request
253.0,1.0,"word, ppt, excel, 销售数据收集, 整理, 分析, 门店运营管理制度",岗位主要是零售销售管理，但要求熟练使用办公软件，并涉及销售数据的收集、整理和分析，属于基础数字化/办公软件应用，不是明显的数据分析或AI岗位。,expert_prompt_v1_one_ad_per_request
254.0,1.0,"Java, 前端开发, React, Vue, nodejs, webpack, Linux, 微信小程序, 软件设计",该岗位以软件开发和前端技术栈为主，涉及 React、Vue、Node.js、Webpack 等典型数字/IT技能，但没有数据分析或AI相关要求，因此评为1。,expert_prompt_v1_one_ad_per_request
255.0,0.0,无明显AI/数字化关键词；偏医药代表、营销、轮岗、跨部门项目、计划分析沟通,岗位内容主要是医药营销和应届生培养，未提及软件、数据、系统、自动化或AI相关技术要求，因此判定为无AI/数字化内容。,expert_prompt_v1_one_ad_per_request
256.0,1.0,AI面试、智能分配精准客户,岗位主体是保险销售，AI/数字化内容很少，但出现了“AI面试”和“智能分配精准客户”，属于基础级别的数字化/智能化应用，不涉及数据分析、算法开发或明确AI技术岗位。,expert_prompt_v1_one_ad_per_request
257.0,1.0,线上销售渠道；社群运营；验光、定配培训,职位以门店销售和导购为主，没有AI或数据分析内容；仅提到团购、社群运营等常规线上销售渠道，属于基础数字化/互联网应用。,expert_prompt_v1_one_ad_per_request
258.0,1.0,"AUTOCAD, 3D软件, 项目管理, 工业工程, 精益管理, 生产线布局优化, 仓储物流优化",岗位以精益生产和现场改善为主，属于制造业管理/工业工程内容；仅提到AUTOCAD和3D软件等基础数字工具，没有数据分析、编程或AI相关内容，因此评为1分。,expert_prompt_v1_one_ad_per_request
259.0,0.0,"工艺工程师, 化学, 化学工程与工艺, 过程装备控制",岗位描述主要是化工工艺与工程专业要求，没有出现软件、数据、自动化系统、AI或数字化相关内容，属于非AI/数字技术岗位。,expert_prompt_v1_one_ad_per_request
260.0,2.0,数据分析、业务数据统计与整理、流程优化、网络技术支持、IDC、BGP、OSPF、CISCO、华为、Juniper,岗位以网络运维和技术支持为主，属于明确的IT/数字技术工作；同时提到数据分析和业务数据统计，但没有AI、机器学习等更高级算法内容，因此评为2。,expert_prompt_v1_one_ad_per_request
261.0,1.0,office、销售报表汇总、周报表统计、月度销售计划表、数据敏感,岗位以销售数据统计、报表整理和Office办公软件为主，属于基础数字化/IT工具使用，但没有数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
262.0,1.0,Office办公软件、CAD、Solidworks、自动化设备、工艺导入,岗位主要是工业工程/精益改善和生产流程优化，涉及常见办公和制图软件，以及设备改进与工艺导入，但没有数据分析、编程或AI相关内容，属于基础数字/IT工具使用。,expert_prompt_v1_one_ad_per_request
263.0,1.0,Office软件、ERP系统、订单管理、供应商绩效评估,岗位主要是采购跟单与供应链协调，没有AI或高级数据分析要求；但明确要求熟练使用Office和ERP系统，属于基础数字化/IT工具使用，故评为1。,expert_prompt_v1_one_ad_per_request
264.0,0.0,无明显AI/数字化技术关键词；政府事务、药品注册、法规、沟通协调、研发支持,岗位主要是政府事务和药品注册合规沟通，内容集中在政策法规、申报流程和行业关系维护，没有出现软件、数据、算法、AI等数字技术要求。,expert_prompt_v1_one_ad_per_request
265.0,1.0,EPR/EPR系统、订单维护、销货动作、结算、营业报告,岗位主要是跟单和订单管理，但明确提到在ERP中维护订单和完成销货、结算及报表处理，属于基础数字化/企业系统使用，不涉及数据分析或AI。,expert_prompt_v1_one_ad_per_request
266.0,0.0,市场分析、销售计划、客户沟通,岗位以销售、客户开发和市场分析为主，没有出现软件、数据、算法、AI或其他数字技术相关要求，属于非数字/非AI岗位。,expert_prompt_v1_one_ad_per_request
267.0,0.0,表格函数应用; 数据敏感性; 财务报表; 合并报表; 财务分析,岗位核心是会计、合并报表、预算和财务分析，没有明确的软件系统、数据技术或AI相关要求；仅提到熟练表格函数和对数据敏感，属于基础办公能力，不构成数字化/AI岗位特征。,expert_prompt_v1_one_ad_per_request
268.0,0.0,人事管理、人力资源管理、劳动法律法规、六大模块,岗位内容是传统人事/行政管理工作，未涉及软件、数据分析、数字化系统或AI相关技术。,expert_prompt_v1_one_ad_per_request
269.0,1.0,公司官方网站、微信公众号、内容编辑、发布、维护、管理、社会化媒体营销,岗位主要是新媒体内容编辑与运营，涉及网站和公众号等基础数字平台使用，属于一般数字化/IT应用，但没有数据分析、算法或AI相关要求。,expert_prompt_v1_one_ad_per_request
270.0,1.0,"ERP, SpringBoot, Cloud, 微服务架构, SAP, 金蝶, Java, Jira, Confluence, MS Project, 软件/系统项目管理",该岗位明显涉及企业软件、系统实施、微服务和项目管理等数字化/IT内容，但未出现人工智能、机器学习、数据建模等明确AI方向，因此评为1。,expert_prompt_v1_one_ad_per_request
271.0,1.0,"器件仿真, 版图设计, 半导体器件设计, 测试表征, 工艺",岗位涉及半导体器件设计与仿真、版图和测试表征等工程技术内容，属于较基础的数字/IT之外的技术研发类内容，但未出现数据分析或AI相关表述。,expert_prompt_v1_one_ad_per_request
273.0,1.0,数据统计、基础数据分析、数字化业务推动,岗位以销售、营销和队伍管理为主，包含数据统计和基础数据分析等基础数字化内容，但没有AI、算法或编程要求，属于1级。,expert_prompt_v1_one_ad_per_request
275.0,0.0,市场拓展、招商开发、报规设计、项目资料整理、市场营销、品牌营销策划、文案撰写,岗位主要是市场拓展和招商管理，描述中未出现软件、数据分析、IT系统或AI相关技术内容，属于传统线下市场/商务类岗位。,expert_prompt_v1_one_ad_per_request
276.0,0.0,无明显AI/数字技术关键词；主要为销售、市场推广、客户关系、技术支持、售后,该岗位核心是区域销售和市场开拓，描述中没有软件、数据、系统、自动化或AI相关要求，属于传统销售类职位。,expert_prompt_v1_one_ad_per_request
277.0,0.0,电话、短信、微信、办公室联系客户,岗位核心是车险销售/续保客服，使用电话、短信、微信等常规沟通工具，但没有软件开发、数据分析、自动化、AI或数字化转型相关内容。,expert_prompt_v1_one_ad_per_request
278.0,0.0,"证券营业部, 金融理财, 客户开发, 市场信息, 客户服务",岗位主要是证券经纪与理财销售、客户开发和服务，没有涉及软件、数据分析、自动化、AI或其他数字技术内容。,expert_prompt_v1_one_ad_per_request
279.0,1.0,电脑办公软件、基本操作,岗位主要是保险内勤和事务性工作，没有AI或数据分析内容；仅要求会使用电脑办公软件，属于基础数字化/IT技能，因此评为1。,expert_prompt_v1_one_ad_per_request
280.0,1.0,财务软件、办公软件、用友系统、会计报表、帐务处理,岗位以会计财务工作为主，涉及财务软件和用友系统等基础信息化工具，但没有数据分析、编程、算法或AI相关内容，因此归为1分。,expert_prompt_v1_one_ad_per_request
282.0,0.0,车险客户经理；报价出单；回访客户答疑；销售；电话联系客户；外出展业,岗位内容是保险销售与客户服务，未涉及软件、数据、自动化或人工智能等数字技术内容，属于非AI/数字类岗位。,expert_prompt_v1_one_ad_per_request
283.0,0.0,"人力资源管理, 组织变革管理, 薪酬福利设计, 绩效考核, 员工培训, 招聘",岗位为集团人力资源总监，内容集中在HR管理、组织变革、招聘、培训、薪酬绩效等传统人力资源职责，没有出现软件、数据、数字化、AI等技术内容。,expert_prompt_v1_one_ad_per_request
285.0,0.0,,岗位职责主要是董秘办、三会管理、信息披露、投资者关系和法务合规事务，没有出现软件、数据、IT、自动化或AI相关内容。,expert_prompt_v1_one_ad_per_request
286.0,0.0,"物业管理, 物业费收缴, 财务预算, 客户关系, 投诉处理",岗位内容主要是物业项目运营、团队管理和客户协调，没有明显的软件、数据、自动化或AI相关要求。,expert_prompt_v1_one_ad_per_request
287.0,1.0,"系统调试, 运行数据, 生产运行, 开车调试, 维保",岗位主要是气化装置的现场运行、调试、维保和协调管理，属于工业设备/系统运维类数字化内容；虽提到收集并分析运行数据，但没有数据分析工具、编程或AI相关要求，因此判为1。,expert_prompt_v1_one_ad_per_request
288.0,1.0,电脑操作能力,岗位主要是车商客户经理和业务对接，未涉及数据分析、编程或AI技术；仅提到较强的电脑操作能力，属于基础数字化/IT使用要求，故评为1。,expert_prompt_v1_one_ad_per_request
289.0,1.0,自媒体平台、微信公众号、视频剪辑、平面设计、互联网专业背景,岗位主要是品牌宣传和内容运营，包含微信公众号等自媒体运营以及基础视频剪辑和平面设计，属于基础数字/IT应用，但没有数据分析或AI相关要求。,expert_prompt_v1_one_ad_per_request
290.0,0.0,"GMP, 质量管理, 文件管理, 体系认证, FDA, KFDA, 客户审计",岗位内容集中在药品GMP质量体系、文件管理、认证审计和合规管理，没有AI、数字化、数据分析或IT技术相关要求。,expert_prompt_v1_one_ad_per_request
291.0,0.0,模具维修；日常维护；检修；故障排除；模具调试；技术支持,岗位主要是模具维修、调试和生产支持，属于传统机械/制造维护工作，没有出现软件、数据、自动化系统或AI相关内容。,expert_prompt_v1_one_ad_per_request
292.0,1.0,ERP系统操作；数据分析能力；采购流程；供应商绩效考核,岗位以采购和供应链管理为主，包含ERP系统和数据分析等基础数字化工具，但没有AI、数据科学或高级技术开发内容，因此归为1分。,expert_prompt_v1_one_ad_per_request
293.0,1.0,ERP软件运行维护，JAVA编程，系统技术调研，软件开发，信息化需求，二次开发,岗位主要是软件工程和企业信息化实施/维护，涉及Java编程、系统开发和二次开发，但未出现数据分析、算法或人工智能等更强数字技术内容。,expert_prompt_v1_one_ad_per_request
294.0,0.0,验证文件、工艺验证、质量体系、偏差、CAPA、质量风险、变更管理、GMP,岗位内容主要是药品生产验证和质量管理，涉及GMP、CAPA等合规与流程管理，不包含软件、数据、算法或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
295.0,1.0,金融科技,岗位主体是保险/金融销售与规划，未体现AI、数据分析或数字化技术要求；仅提到中国平安的金融科技布局，属于泛数字化背景信息，故评为1分。,expert_prompt_v1_one_ad_per_request
296.0,0.0,技术信息收集、研究分析报告、工艺技术、技术改造、研发,职位主要是化工/材料研发与工艺改进，涉及技术研究和生产优化，但没有明显的软件、数据分析、AI或数字化技术要求。,expert_prompt_v1_one_ad_per_request
297.0,1.0,线上化业务拓展、办公软件操作熟练掌握,岗位以客户拓展、销售支持和保险服务为主，主要出现的是线上化业务和办公软件等基础数字工具要求，没有数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
298.0,0.0,"战略管理, 投资管理, 宏观环境分析, 战略规划, 绩效考核, 并购, 股权投资",岗位内容主要是战略规划、投资管理和文案撰写，没有出现软件、数据分析、编程、算法或人工智能等数字技术相关要求。,expert_prompt_v1_one_ad_per_request
299.0,1.0,EXCEL函数使用能力、BSC应用能力、岗位技能矩阵构建、人才盘点、招聘测评工具,岗位以人力资源管理、组织发展和人才盘点为主，涉及Excel、BSC和测评工具等基础数字化办公/管理工具，但没有数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
300.0,1.0,office软件、财务软件应用、企业邮箱,岗位以财务事务和文书归档为主，没有AI或数据分析内容；但明确要求熟悉Office软件和财务软件，属于基础数字/IT工具使用，故评为1。,expert_prompt_v1_one_ad_per_request
301.0,1.0,系统实施上线、系统测试、环境搭建、安装部署、日常维护、EJB、servlet、spring、struts、hibernate、Oracle、SQLServer、DB2、SQL、存储过程、WebLogic、Tomcat、WebSphere、Windows、UNIX,该岗位主要是软件实施与系统部署维护，涉及数据库、SQL、应用服务器和操作系统等典型IT/数字技术内容，但没有数据分析、算法或AI相关要求，因此判为1分。,expert_prompt_v1_one_ad_per_request
302.0,0.0,无明显AI/数字化关键词；渠道管理、销售政策、销售计划、业务推动,岗位内容主要是渠道销售与业务推动，不涉及软件、数据、IT系统、算法或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
303.0,0.0,市场动态、促销方案、门店运营、沟通协调,岗位主要是直营业务和门店运营管理，涉及市场策划与线下协同，没有出现软件、数据、自动化、AI等数字技术内容。,expert_prompt_v1_one_ad_per_request
304.0,0.0,行政工作管理、行政安排、行政物资采购、后勤服务,岗位内容为传统行政与后勤管理，没有涉及软件、数据、自动化或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
305.0,0.0,无明显AI/数字技术关键词,岗位为销售内勤/业务协调类，职责主要是信息传递、任务下达和跟踪完成情况，没有提到软件、数据分析、IT系统或AI相关技术。,expert_prompt_v1_one_ad_per_request
306.0,0.0,客户信息维护、保单检视、理赔服务、续期服务,岗位内容主要是保险售后、客户服务和保单管理，没有出现软件、数据分析、自动化或AI相关技术内容。,expert_prompt_v1_one_ad_per_request
307.0,3.0,AI面试,职位描述中明确出现“AI面试合格”，属于直接的人工智能应用场景，因此按3分处理。,expert_prompt_v1_one_ad_per_request
308.0,0.0,,岗位主要是市场拓展、客户拜访、项目接待、合同洽谈与运营维护，没有出现软件、数据、信息系统、自动化或AI相关内容。,expert_prompt_v1_one_ad_per_request
309.0,1.0,"AUTOCAD, CREO, 3D图, 2D零件规格书, BOM, 结构设计软件",岗位以机械/结构设计为主，但明确要求使用AUTOCAD、CREO等专业设计软件，以及BOM管理，属于基础数字化/IT工具应用，不涉及数据分析或AI。,expert_prompt_v1_one_ad_per_request
310.0,0.0,无明显AI/数字化技术关键词；主要为客户经理、保险、理财、电话销售、客户服务、保单管理,岗位内容以金融理财、客户服务和销售跟进为主，没有软件、数据、IT、自动化或人工智能相关要求，因此判为0。,expert_prompt_v1_one_ad_per_request
311.0,0.0,,岗位主要是保险销售、金融产品营销和客户服务培训，没有出现软件、数据、IT、AI或数字化相关内容。,expert_prompt_v1_one_ad_per_request
312.0,0.0,财务流程审核、记账凭证、财务报表、税费申报、预算制定、财务分析,岗位是传统会计/财务工作，内容集中在核算、报表、税务和预算分析，没有明显的软件系统、数据技术或AI相关要求，因此判为0。,expert_prompt_v1_one_ad_per_request
313.0,1.0,办公软件、ERP、SAP系统、合并报表,岗位以财务会计为主，没有AI或数据分析要求；但明确提到办公软件、ERP和SAP等企业信息系统，属于基础数字化/IT应用内容，故评为1。,expert_prompt_v1_one_ad_per_request
315.0,0.0,,职位职责是金融贷款咨询和客户服务，未提及任何AI、数据分析、软件系统或其他数字技术相关内容。,expert_prompt_v1_one_ad_per_request
316.0,0.0,品牌活动、宣传策划、新闻稿件撰写、公众号运营、党务管理、会务管理,岗位以党建宣传、品牌活动、文字撰写和行政会务为主，提到公众号运营但未涉及明确的AI、数据、软件开发或数字化技术要求，因此判为0。,expert_prompt_v1_one_ad_per_request
317.0,1.0,网络营销、网络平台、计算机、熟练使用网络平台,岗位涉及海外网络营销和使用网络平台开展资源搜索，属于基础数字化/互联网应用，但没有数据分析、算法或AI相关内容。,expert_prompt_v1_one_ad_per_request
318.0,1.0,办公软件；统计报告；分析,岗位主要是保险续保客服与客户沟通，核心工作不涉及AI。仅提到熟练使用办公软件、做统计报告和对未续保客户做分析，属于基础数字化办公/数据处理内容，故评为1。,expert_prompt_v1_one_ad_per_request
319.0,1.0,"AUTOCAD, PROE, SOLIDWORKS, 二维和三维绘图软件",岗位主要是机械设计与产品研发，数字化内容体现在使用CAD/三维建模等工程设计软件，属于基础IT/数字工具使用，但没有数据分析、编程或AI相关要求。,expert_prompt_v1_one_ad_per_request
320.0,1.0,PPT、EXCEL、业务追踪体系、品质管控,岗位主要是客户经理和业务管理，未涉及AI或数据分析类技术；但明确要求熟练使用PPT、EXCEL等常用办公软件，并提到业务追踪体系和管控，属于基础数字化/IT应用，因此判为1分。,expert_prompt_v1_one_ad_per_request
321.0,0.0,"市场调研, 市场分析, 竞品信息, 销售策略",岗位是国内销售经理，内容主要围绕销售、客户开发和市场调研，没有明确的软件、数据分析、数字化或AI技术要求，属于非AI/数字技术岗位。,expert_prompt_v1_one_ad_per_request
322.0,1.0,"Solidworks, SAP, EXCEL, CAXA, 软件, 工艺文件编制, 工装设计",岗位主要是机械工艺工程，核心内容是工艺编制、工装设计和现场问题处理；虽然要求熟练使用Solidworks、SAP、EXCEL、CAXA等软件，体现一定数字化工具使用，但没有数据分析、编程或AI相关内容，因此判为基础数字/IT内容。,expert_prompt_v1_one_ad_per_request
324.0,1.0,办公软件；业务数据对标管理；项目进度/成本/质量/文档管理,岗位以商务、项目和运营管理为主，出现了办公软件和业务数据管理等基础数字化内容，但没有数据分析、编程、算法或AI相关要求，因此判为1。,expert_prompt_v1_one_ad_per_request
325.0,0.0,车险理赔、现场查勘、损失评估、驾驶证、机械,岗位主要是车险查勘和损失评估的线下业务服务，不涉及软件、数据分析、AI或其他数字技术内容。,expert_prompt_v1_one_ad_per_request
326.0,1.0,"技术对接, 技术升级, 产线改造, 工艺优化, 文档编制, 测试技术",岗位主要是MEMS芯片研发与工艺改进，包含一定的技术改造、产线和测试等数字化/IT相关性，但没有数据分析、编程、算法或AI内容，属于基础技术类而非AI。,expert_prompt_v1_one_ad_per_request
327.0,1.0,"AI芯片, 硬件架构, 原理图设计, PCB布局设计, PCIE板卡",岗位以硬件研发为主，核心工作是硬件架构、PCB和PCIE设计，属于基础数字/IT相关工程内容；仅提到AI芯片公司背景，没有明确AI算法或模型开发内容，因此不计为更高等级。,expert_prompt_v1_one_ad_per_request
328.0,0.0,"线上查勘, 在线解答, 在线与客户协商",岗位主要是保险理赔、查勘和客户服务，虽有线上/在线办理场景，但没有明确的软件、数据、IT或AI技术要求，因此归为0。,expert_prompt_v1_one_ad_per_request
330.0,0.0,"合同审核, 法律文件, 劳动仲裁, 工商变更, 合规管理, 制度体系",岗位内容以法务、合同审核、合规和行政事务为主，没有AI、数据分析、编程、软件系统或数字化技术相关要求。,expert_prompt_v1_one_ad_per_request
331.0,0.0,质量体系、质量管理、数据统计与分析、质量工具,岗位核心是质量管理、检验、体系建设和质量改进，没有出现IT、软件、数据技术或AI相关要求；提到的数据分析仅用于质量统计，不属于数字化或AI技能。,expert_prompt_v1_one_ad_per_request
332.0,0.0,"采购计划, 询价, 比价, 议价, 供应商管理, 机械图纸, 机加工, 钣金件, 结构件加工",岗位内容主要是采购、供应商协调和机械加工相关要求，没有出现软件、数据、IT系统、自动化或AI等数字技术内容。,expert_prompt_v1_one_ad_per_request
333.0,0.0,理赔全流程、现场走访调查、车险核赔,岗位内容主要是保险理赔、事故查勘和客户服务，没有涉及软件、数据分析、自动化、AI或其他数字技术要求，属于非AI/数字岗位。,expert_prompt_v1_one_ad_per_request
334.0,0.0,"质量管理, 质检, QC, 商品质量复查, 检验标准",岗位主要是门店和商品质量巡查、质检与复检、标准合规管理，没有涉及软件、数据分析、自动化或人工智能等数字技术内容。,expert_prompt_v1_one_ad_per_request
335.0,1.0,EXCEL、Word、ERP系统,岗位主要是仓储管理，但明确要求熟练使用EXCEL、Word等办公软件，并优先有ERP系统使用经验，属于基础数字化/IT工具使用，未涉及数据分析或AI。,expert_prompt_v1_one_ad_per_request
336.0,1.0,"计算机, 设计软件, AutoCAD, pro-e, UG, SolidWorks",岗位要求熟练使用CAD/三维设计等工程设计软件，属于基础数字化/IT工具应用，但未涉及数据分析、算法或人工智能。,expert_prompt_v1_one_ad_per_request
337.0,0.0,"CNAS体系, 计量C体系, TS16949, ISO9001, IATF16949, VDA6.3, 质量管理体系, 检测数据",岗位主要是质量管理、体系建设、供应商审核和检测数据审核，属于传统质量/流程管理；未涉及软件、数据分析工具、自动化、AI或数字化技术的明确要求。,expert_prompt_v1_one_ad_per_request
338.0,1.0,智能分配精准客户,岗位以保险销售和业务管理为主，没有AI算法、数据分析或软件开发内容；仅提到“智能分配精准客户”，属于基础数字化/系统辅助功能，因此判为1分。,expert_prompt_v1_one_ad_per_request
339.0,1.0,CAD软件、技术开发、项目管理、研究报告,岗位主要是技术规划和项目研究，明确提到熟练使用CAD软件，属于基础数字/IT工具应用；未出现数据分析、编程或人工智能相关内容。,expert_prompt_v1_one_ad_per_request
340.0,0.0,无明显AI/数字技术关键词；主要为金融租赁、客户经理、学历专业要求、英语成绩、CPA/CFA等资格,该岗位描述侧重应聘条件、学历专业和金融类资格要求，没有出现软件、数据、系统、编程、AI或数字化相关内容。,expert_prompt_v1_one_ad_per_request
341.0,0.0,"三坐标检测, 检验记录, 量具维护, 过程巡检",岗位主要是机械加工巡检和质量检验，涉及三坐标测量等生产检测工具，但没有软件、数据分析或AI相关内容，属于非数字/非AI岗位。,expert_prompt_v1_one_ad_per_request
342.0,0.0,无明显AI/数字化技术关键词；银行大堂服务、信用卡、储蓄卡、客户办理、产品推广,岗位主要是银行柜面/大堂服务与客户接待推广，不涉及软件、数据、系统、自动化或AI相关技术内容，因此判为0。,expert_prompt_v1_one_ad_per_request
343.0,1.0,"APP, 微信, 微博, 论坛, 互联网, 新媒体运营平台",岗位主要是新媒体渠道运营和业务开发，涉及互联网平台和APP/微信/微博等数字渠道，但没有数据分析、编程或AI相关内容，属于基础数字/IT应用。,expert_prompt_v1_one_ad_per_request
344.0,1.0,熟练使用办公软件，基本的网络知识,岗位以人力资源和行政工作为主，没有AI或数据分析内容；仅要求基本办公软件和网络知识，属于基础数字化/IT素养。,expert_prompt_v1_one_ad_per_request
346.0,1.0,AI项目推进；质量数据记录与分析；工业化落地；质量管理体系；SPC,岗位主体是质量工程与管理，包含数据记录分析、质量体系和工业化推进等数字化/IT相关信号；仅提到协助AI项目推进，但没有体现具体人工智能技术或模型，因此判为1分。,expert_prompt_v1_one_ad_per_request
348.0,0.0,,岗位主要涉及政府事务、医保政策、目录准入、沟通协调和项目活动组织，没有AI、数字化、数据分析或IT相关内容。,expert_prompt_v1_one_ad_per_request
349.0,0.0,,职位主要是医药行业政府事务、医保准入、政策沟通与危机处理，没有明显的软件、数据分析、自动化或人工智能相关内容。,expert_prompt_v1_one_ad_per_request
350.0,1.0,金蝶成本核算模块、金蝶操作经验、成本核算系统、财务分析,岗位核心是成本会计和财务核算，带有金蝶等企业软件/系统使用要求，属于基础数字化/IT工具应用，但没有数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
351.0,1.0,台账更新、日常数据运营、合同管理、招商洽谈,岗位以物业公共资源运营、招商和合同管理为主，涉及台账与日常数据运营等基础数字化管理，但没有数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
352.0,0.0,法律咨询、法务事务、行政采购、合同档案、知识产权、商标、版权,岗位内容以法务、合同管理、知识产权和行政采购为主，没有涉及AI、数字化系统、数据分析或IT技术。,expert_prompt_v1_one_ad_per_request
353.0,1.0,"APP, 金管家, 内勤岗位, 系统/产品服务",岗位核心是保险/金融销售与理财服务，不涉及AI或数据分析；仅提到依托平安金管家APP等数字化工具，属于基础数字/IT应用内容。,expert_prompt_v1_one_ad_per_request
354.0,0.0,焊接技术、焊接作业指导书、生产现场技术监督、质量管理,岗位主要是焊接工艺与生产质量管理，没有出现软件、数据、自动化、AI等数字技术相关内容。,expert_prompt_v1_one_ad_per_request
355.0,0.0,"报告系统, 报表, 产品相关数据, 客户档案",岗位是传统销售代表，主要工作是拜访客户、推广产品、维护档案和提交报表。虽然提到报告系统和数据统计，但没有明显的IT、数据分析或AI技术要求，因此判为0。,expert_prompt_v1_one_ad_per_request
356.0,1.0,"计算机, 遥感, 测绘, GIS, 售前支持, 方案制作, 项目管理, 招投标",岗位涉及计算机、遥感、GIS等数字地理信息技术，并包含方案制作、项目管理和招投标等IT/数字化项目相关工作，但没有数据分析或AI/机器学习内容。,expert_prompt_v1_one_ad_per_request
357.0,0.0,OFFICE等办公软件,岗位主要是企业文化、宣传、活动策划和内刊编辑，属于传统文职/文化管理工作；仅提到熟练使用OFFICE办公软件，没有明显IT、数据或AI相关内容。,expert_prompt_v1_one_ad_per_request
358.0,1.0,OFFICE办公软件,岗位主要是对公客户经理/客户经营类工作，核心职责偏销售与渠道维护；仅提到熟练使用OFFICE办公软件，属于基础办公软件技能，未涉及数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
359.0,1.0,"CAD, SolidWorks, AutoCAD, 3D打印",岗位主要是材料工艺研发与生产问题解决，属于制造/工程技术类；出现CAD、SolidWorks、AutoCAD和3D打印等数字化设计与制造工具，但没有数据分析、算法或AI相关内容，因此判为1分。,expert_prompt_v1_one_ad_per_request
360.0,1.0,办公软件、邮件沟通、订单文档、订单跟踪,岗位主要是外贸订单跟单和沟通协调，涉及基本办公软件和邮件处理等通用数字化办公能力，但没有数据分析、编程或AI相关内容。,expert_prompt_v1_one_ad_per_request
361.0,0.0,,岗位为人力资源助理，描述的是招聘、入离职、档案、合同和劳动法规等传统人事工作，没有出现软件、数据、数字化系统或AI相关内容。,expert_prompt_v1_one_ad_per_request
362.0,0.0,商务谈判、分析能力、成本意识、五金行业、蚀刻行业,岗位是蚀刻采购管理，描述中未出现软件、数据、自动化、AI或数字化系统等内容，主要是传统采购与行业经验要求，因此判为0。,expert_prompt_v1_one_ad_per_request
363.0,0.0,会计核算、会计报表、税务申报、财务审计、财务分析,岗位主要是传统会计与财务核算、报表和税务审计工作，没有出现软件、数据分析工具、编程或AI相关要求，因此判为0。,expert_prompt_v1_one_ad_per_request
364.0,1.0,办公软件操作熟练掌握,岗位主要是保险/销售支持与客户服务，没有AI或数据分析内容；仅提到熟练使用办公软件，属于基础数字化能力。,expert_prompt_v1_one_ad_per_request
366.0,1.0,"软件测试, 数据库应用软件, 数据库常用操作命令, Java, LINUX/UNIX, 软件工程, 网络知识",岗位主要是软件测试与数据库/系统操作，涉及Java、Linux/Unix和数据库等基础IT技能，但没有数据分析、算法或AI相关内容。,expert_prompt_v1_one_ad_per_request
367.0,1.0,"SAP, SRM系统, WORD, EXCEL, CAD, 办公软件",岗位主要是采购与供应链管理，没有AI或数据分析要求；但明确提到SAP/SRM系统及CAD、办公软件，属于基础数字化/IT工具使用。,expert_prompt_v1_one_ad_per_request
368.0,1.0,ERP系统数据维护、标准工时录入ERP系统、Solidworks、Proe、CAD,岗位涉及ERP系统数据维护、工时录入等基础数字化工具使用，以及CAD/Solidworks等工程软件，但没有数据分析、算法或AI相关内容，属于基础数字化/IT应用。,expert_prompt_v1_one_ad_per_request
